Primary_Key,School_Name,,,School_Year,YoY_State,State,YoY_Region_04,Region_04,YoY_District,District,YoY_African_American,African_American,YoY_Hispanic,Hispanic,YOY_White,White,YoY_Econ_Disadv,Econ_Disadv,YoY_ELL,ELL
Houston_ISD_Grade 3 Reading,Houston_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2021,-0.09,67%,-8%,68%,-13%,59%,-11%,49%,-17%,54%,0%,90%,-16%,51%,-18%,54%
Houston_ISD_Grade 3 Reading,Houston_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2019,na,76%,na,76%,na,72%,na,60%,na,71%,na,90%,na,67%,na,72%
Houston_ISD_Grade 3 Reading,Houston_ISD,Grade 3 Reading,At Meets Grade Level or Above,2021,-0.06,39%,-7%,39%,-10%,32%,-7%,22%,-13%,26%,2%,71%,-12%,23%,-15%,25%
Houston_ISD_Grade 3 Reading,Houston_ISD,Grade 3 Reading,At Meets Grade Level or Above,2019,na,45%,na,46%,na,42%,na,29%,na,39%,na,69%,na,35%,na,40%
Houston_ISD_Grade 3 Reading,Houston_ISD,Grade 3 Reading,At Masters Grade Level,2021,-0.08,19%,-8%,20%,-9%,17%,-8%,8%,-10%,12%,-6%,48%,-9%,10%,-11%,12%
Houston_ISD_Grade 3 Reading,Houston_ISD,Grade 3 Reading,At Masters Grade Level,2019,na,27%,na,28%,na,26%,na,16%,na,22%,na,54%,na,19%,na,23%
Houston_ISD_Grade 3 Mathematics,Houston_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2021,-0.17,62%,-17%,62%,-25%,51%,-29%,34%,-29%,48%,-6%,85%,-29%,43%,-30%,48%
Houston_ISD_Grade 3 Mathematics,Houston_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2019,na,79%,na,79%,na,76%,na,63%,na,77%,na,91%,na,72%,na,78%
Houston_ISD_Grade 3 Mathematics,Houston_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2021,-0.18,31%,-18%,31%,-22%,24%,-19%,12%,-26%,19%,-13%,59%,-24%,16%,-27%,19%
Houston_ISD_Grade 3 Mathematics,Houston_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2019,na,49%,na,49%,na,46%,na,31%,na,45%,na,72%,na,40%,na,46%
Houston_ISD_Grade 3 Mathematics,Houston_ISD,Grade 3 Mathematics,At Masters Grade Level,2021,-0.11,14%,-10%,15%,-12%,12%,-8%,5%,-14%,7%,-9%,38%,-12%,6%,-14%,8%
Houston_ISD_Grade 3 Mathematics,Houston_ISD,Grade 3 Mathematics,At Masters Grade Level,2019,na,25%,na,25%,na,24%,na,13%,na,21%,na,47%,na,18%,na,22%
Houston_ISD_Grade 4 Reading,Houston_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2021,-0.12,63%,-12%,63%,-13%,56%,-11%,48%,-17%,51%,-5%,84%,-15%,49%,-17%,49%
Houston_ISD_Grade 4 Reading,Houston_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2019,na,75%,na,75%,na,69%,na,59%,na,68%,na,89%,na,64%,na,66%
Houston_ISD_Grade 4 Reading,Houston_ISD,Grade 4 Reading,At Meets Grade Level or Above,2021,-0.08,36%,-8%,37%,-8%,31%,-6%,23%,-11%,25%,-2%,66%,-9%,23%,-10%,24%
Houston_ISD_Grade 4 Reading,Houston_ISD,Grade 4 Reading,At Meets Grade Level or Above,2019,na,44%,na,45%,na,39%,na,29%,na,36%,na,68%,na,32%,na,34%
Houston_ISD_Grade 4 Reading,Houston_ISD,Grade 4 Reading,At Masters Grade Level,2021,-0.05,17%,-5%,18%,-5%,15%,-3%,9%,-7%,10%,-3%,44%,-5%,9%,-6%,10%
Houston_ISD_Grade 4 Reading,Houston_ISD,Grade 4 Reading,At Masters Grade Level,2019,na,22%,na,23%,na,20%,na,12%,na,17%,na,47%,na,14%,na,16%
Houston_ISD_Grade 4 Mathematics,Houston_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2021,-0.16,59%,-16%,60%,-23%,49%,-24%,35%,-28%,45%,-9%,79%,-28%,41%,-29%,45%
Houston_ISD_Grade 4 Mathematics,Houston_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2019,na,75%,na,76%,na,72%,na,59%,na,73%,na,88%,na,69%,na,74%
Houston_ISD_Grade 4 Mathematics,Houston_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2021,-0.12,36%,-12%,37%,-17%,28%,-13%,17%,-23%,22%,-9%,61%,-20%,20%,-24%,22%
Houston_ISD_Grade 4 Mathematics,Houston_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2019,na,48%,na,49%,na,45%,na,30%,na,45%,na,70%,na,40%,na,46%
Houston_ISD_Grade 4 Mathematics,Houston_ISD,Grade 4 Mathematics,At Masters Grade Level,2021,-0.07,21%,-8%,22%,-11%,16%,-7%,8%,-15%,11%,-8%,44%,-13%,9%,-15%,12%
Houston_ISD_Grade 4 Mathematics,Houston_ISD,Grade 4 Mathematics,At Masters Grade Level,2019,na,28%,na,30%,na,27%,na,15%,na,26%,na,52%,na,22%,na,27%
Houston_ISD_Grade 5 Reading+,Houston_ISD,Grade 5 Reading+,At Approaches Grade Level or Above,2021,-0.13,73%,-13%,73%,-15%,66%,-20%,56%,-16%,64%,-5%,90%,-17%,61%,-16%,62%
Houston_ISD_Grade 5 Reading+,Houston_ISD,Grade 5 Reading+,At Approaches Grade Level or Above,2019,na,86%,na,86%,na,81%,na,76%,na,80%,na,95%,na,78%,na,78%
Houston_ISD_Grade 5 Reading+,Houston_ISD,Grade 5 Reading+,At Meets Grade Level or Above,2021,-0.08,46%,-7%,47%,-6%,41%,-9%,31%,-7%,36%,-4%,76%,-8%,33%,-4%,35%
Houston_ISD_Grade 5 Reading+,Houston_ISD,Grade 5 Reading+,At Meets Grade Level or Above,2019,na,54%,na,54%,na,47%,na,40%,na,43%,na,80%,na,41%,na,39%
Houston_ISD_Grade 5 Reading+,Houston_ISD,Grade 5 Reading+,At Masters Grade Level,2021,0.01,30%,1%,31%,0%,26%,-1%,18%,-1%,20%,4%,63%,-1%,18%,1%,19%
Houston_ISD_Grade 5 Reading+,Houston_ISD,Grade 5 Reading+,At Masters Grade Level,2019,na,29%,na,30%,na,26%,na,19%,na,21%,na,59%,na,19%,na,18%
Houston_ISD_Grade 5 Mathematics+,Houston_ISD,Grade 5 Mathematics+,At Approaches Grade Level or Above,2021,-0.2,70%,-19%,70%,-26%,60%,-31%,47%,-29%,57%,-8%,86%,-30%,54%,-29%,58%
Houston_ISD_Grade 5 Mathematics+,Houston_ISD,Grade 5 Mathematics+,At Approaches Grade Level or Above,2019,na,90%,na,89%,na,86%,na,78%,na,86%,na,94%,na,84%,na,87%
Houston_ISD_Grade 5 Mathematics+,Houston_ISD,Grade 5 Mathematics+,At Meets Grade Level or Above,2021,-0.14,44%,-14%,45%,-20%,35%,-18%,22%,-24%,31%,-9%,68%,-22%,28%,-25%,31%
Houston_ISD_Grade 5 Mathematics+,Houston_ISD,Grade 5 Mathematics+,At Meets Grade Level or Above,2019,na,58%,na,59%,na,55%,na,40%,na,55%,na,77%,na,50%,na,56%
Houston_ISD_Grade 5 Mathematics+,Houston_ISD,Grade 5 Mathematics+,At Masters Grade Level,2021,-0.11,25%,-12%,26%,-16%,20%,-12%,9%,-19%,15%,-12%,50%,-17%,13%,-19%,16%
Houston_ISD_Grade 5 Mathematics+,Houston_ISD,Grade 5 Mathematics+,At Masters Grade Level,2019,na,36%,na,38%,na,36%,na,21%,na,34%,na,62%,na,30%,na,35%
Houston_ISD_Grade 5 Science,Houston_ISD,Grade 5 Science,At Approaches Grade Level or Above,2021,-0.13,62%,-13%,62%,-18%,50%,-18%,41%,-22%,45%,-6%,82%,-22%,42%,-22%,43%
Houston_ISD_Grade 5 Science,Houston_ISD,Grade 5 Science,At Approaches Grade Level or Above,2019,na,75%,na,75%,na,68%,na,59%,na,67%,na,88%,na,64%,na,65%
Houston_ISD_Grade 5 Science,Houston_ISD,Grade 5 Science,At Meets Grade Level or Above,2021,-0.18,31%,-18%,32%,-19%,23%,-14%,15%,-23%,17%,-12%,58%,-21%,15%,-22%,15%
Houston_ISD_Grade 5 Science,Houston_ISD,Grade 5 Science,At Meets Grade Level or Above,2019,na,49%,na,50%,na,42%,na,29%,na,40%,na,70%,na,36%,na,37%
Houston_ISD_Grade 5 Science,Houston_ISD,Grade 5 Science,At Masters Grade Level,2021,-0.11,13%,-11%,14%,-9%,10%,-6%,4%,-11%,6%,-10%,34%,-10%,4%,-11%,5%
Houston_ISD_Grade 5 Science,Houston_ISD,Grade 5 Science,At Masters Grade Level,2019,na,24%,na,25%,na,19%,na,10%,na,17%,na,44%,na,14%,na,16%
