Primary_Key,School_Name,Grade_STAAR_Test,Mastery_Level,School_Year,YOY_State,State,YOY_Region,Region_04,YOY_District,District,YOY_African_American,African_American,YoY_Hispanic,Hispanic,YoY_White,White,YoY_Econ_Disadv,Econ_Disadv,YoY_ELL,ELL
Aldine_ISD_Grade 3 Mathematics_At Masters Grade Level,Aldine_ISD,Grade 3 Mathematics,At Masters Grade Level,2021,-0.11,0.14,-0.10,0.15,-0.12,0.04,-0.07,0.01,-0.14,0.04,-0.12,0.05,-0.13,0.03,-0.16,0.04
Aldine_ISD_Grade 3 Mathematics_At Meets Grade Level or Above,Aldine_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2021,-0.18,0.31,-0.18,0.31,-0.28,0.11,-0.20,0.07,-0.30,0.12,-0.33,0.08,-0.27,0.11,-0.31,0.12
Aldine_ISD_Grade 3 Mathematics_At Approaches Grade Level or Above,Aldine_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2021,-0.17,0.62,-0.17,0.62,-0.37,0.37,-0.38,0.26,-0.37,0.40,-0.47,0.24,-0.37,0.36,-0.39,0.39
Aldine_ISD_Grade 3 Reading_At Masters Grade Level,Aldine_ISD,Grade 3 Reading,At Masters Grade Level,2021,-0.08,0.19,-0.08,0.20,-0.11,0.04,-0.09,0.04,-0.12,0.04,-0.18,0.03,-0.12,0.03,-0.12,0.04
Aldine_ISD_Grade 3 Reading_At Meets Grade Level or Above,Aldine_ISD,Grade 3 Reading,At Meets Grade Level or Above,2021,-0.06,0.39,-0.07,0.39,-0.16,0.14,-0.12,0.14,-0.17,0.13,-0.11,0.17,-0.15,0.13,-0.18,0.12
Aldine_ISD_Grade 3 Reading_At Approaches Grade Level or Above,Aldine_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2021,-0.09,0.67,-0.08,0.68,-0.24,0.42,-0.22,0.39,-0.25,0.42,-0.27,0.43,-0.24,0.41,-0.27,0.40
Aldine_ISD_Grade 4 Mathematics_At Masters Grade Level,Aldine_ISD,Grade 4 Mathematics,At Masters Grade Level,2021,-0.07,0.21,-0.08,0.22,-0.12,0.07,-0.04,0.03,-0.14,0.07,-0.08,0.13,-0.12,0.06,-0.13,0.08
Aldine_ISD_Grade 4 Mathematics_At Meets Grade Level or Above,Aldine_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2021,-0.12,0.36,-0.12,0.37,-0.23,0.16,-0.14,0.09,-0.26,0.17,-0.09,0.27,-0.22,0.16,-0.26,0.17
Aldine_ISD_Grade 4 Mathematics_At Approaches Grade Level or Above,Aldine_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2021,-0.16,0.59,-0.16,0.60,-0.35,0.37,-0.32,0.24,-0.36,0.40,-0.18,0.48,-0.35,0.36,-0.37,0.40
Aldine_ISD_Grade 4 Reading_At Masters Grade Level,Aldine_ISD,Grade 4 Reading,At Masters Grade Level,2021,-0.05,0.17,-0.05,0.18,-0.07,0.04,-0.05,0.03,-0.08,0.04,-0.05,0.08,-0.07,0.04,-0.06,0.04
Aldine_ISD_Grade 4 Reading_At Meets Grade Level or Above,Aldine_ISD,Grade 4 Reading,At Meets Grade Level or Above,2021,-0.08,0.36,-0.08,0.37,-0.17,0.14,-0.09,0.13,-0.18,0.14,-0.05,0.29,-0.17,0.13,-0.16,0.13
Aldine_ISD_Grade 4 Reading_At Approaches Grade Level or Above,Aldine_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2021,-0.12,0.63,-0.12,0.63,-0.28,0.39,-0.22,0.34,-0.30,0.39,-0.10,0.53,-0.28,0.38,-0.30,0.38
Aldine_ISD_Grade 5 Mathematics+_At Masters Grade Level,Aldine_ISD,Grade 5 Mathematics+,At Masters Grade Level,2021,-0.11,0.25,-0.12,0.26,-0.19,0.09,-0.16,0.03,-0.20,0.10,-0.29,0.04,-0.18,0.09,-0.17,0.11
Aldine_ISD_Grade 5 Mathematics+_At Meets Grade Level or Above,Aldine_ISD,Grade 5 Mathematics+,At Meets Grade Level or Above,2021,-0.14,0.44,-0.14,0.45,-0.28,0.23,-0.24,0.14,-0.29,0.25,-0.21,0.25,-0.27,0.23,-0.28,0.25
Aldine_ISD_Grade 5 Mathematics+_At Approaches Grade Level or Above,Aldine_ISD,Grade 5 Mathematics+,At Approaches Grade Level or Above,2021,-0.20,0.70,-0.19,0.70,-0.37,0.51,-0.41,0.38,-0.37,0.54,-0.33,0.52,-0.38,0.50,-0.38,0.54
Aldine_ISD_Grade 5 Reading+_At Masters Grade Level,Aldine_ISD,Grade 5 Reading+,At Masters Grade Level,2021,0.01,0.30,0.01,0.31,-0.04,0.12,-0.03,0.10,-0.04,0.12,-0.08,0.15,-0.03,0.12,-0.01,0.11
Aldine_ISD_Grade 5 Reading+_At Meets Grade Level or Above,Aldine_ISD,Grade 5 Reading+,At Meets Grade Level or Above,2021,-0.08,0.46,-0.07,0.47,-0.13,0.25,-0.13,0.21,-0.14,0.25,-0.07,0.35,-0.13,0.24,-0.10,0.23
Aldine_ISD_Grade 5 Reading+_At Approaches Grade Level or Above,Aldine_ISD,Grade 5 Reading+,At Approaches Grade Level or Above,2021,-0.13,0.73,-0.13,0.73,-0.24,0.56,-0.26,0.48,-0.25,0.57,-0.10,0.63,-0.25,0.54,-0.25,0.55
Aldine_ISD_Grade 5 Science_At Masters Grade Level,Aldine_ISD,Grade 5 Science,At Masters Grade Level,2021,-0.11,0.13,-0.11,0.14,-0.08,0.02,-0.05,0.02,-0.09,0.02,-0.14,0.04,-0.08,0.02,-0.07,0.02
Aldine_ISD_Grade 5 Science_At Meets Grade Level or Above,Aldine_ISD,Grade 5 Science,At Meets Grade Level or Above,2021,-0.18,0.31,-0.18,0.32,-0.22,0.10,-0.15,0.09,-0.24,0.09,-0.31,0.10,-0.22,0.09,-0.21,0.08
Aldine_ISD_Grade 5 Science_At Approaches Grade Level or Above,Aldine_ISD,Grade 5 Science,At Approaches Grade Level or Above,2021,-0.13,0.62,-0.13,0.62,-0.25,0.38,-0.23,0.31,-0.27,0.38,-0.17,0.48,-0.26,0.36,-0.26,0.36
Alief_ISD_Grade 3 Mathematics_At Masters Grade Level,Alief_ISD,Grade 3 Mathematics,At Masters Grade Level,2021,-0.11,0.14,-0.10,0.15,-0.11,0.05,-0.11,0.05,-0.08,0.04,-0.12,0.06,-0.10,0.05,-0.11,0.05
Alief_ISD_Grade 3 Mathematics_At Meets Grade Level or Above,Alief_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2021,-0.18,0.31,-0.18,0.31,-0.20,0.16,-0.21,0.14,-0.18,0.13,-0.25,0.14,-0.20,0.15,-0.19,0.17
Alief_ISD_Grade 3 Mathematics_At Approaches Grade Level or Above,Alief_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2021,-0.17,0.62,-0.17,0.62,-0.23,0.45,-0.21,0.43,-0.26,0.41,-0.25,0.45,-0.23,0.44,-0.23,0.46
Alief_ISD_Grade 3 Reading_At Masters Grade Level,Alief_ISD,Grade 3 Reading,At Masters Grade Level,2021,-0.08,0.19,-0.08,0.20,-0.07,0.11,-0.05,0.14,-0.06,0.08,-0.10,0.10,-0.06,0.10,-0.08,0.09
Alief_ISD_Grade 3 Reading_At Meets Grade Level or Above,Alief_ISD,Grade 3 Reading,At Meets Grade Level or Above,2021,-0.06,0.39,-0.07,0.39,-0.08,0.24,-0.06,0.29,-0.08,0.19,-0.14,0.24,-0.09,0.22,-0.09,0.21
Alief_ISD_Grade 3 Reading_At Approaches Grade Level or Above,Alief_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2021,-0.09,0.67,-0.08,0.68,-0.12,0.53,-0.12,0.57,-0.13,0.48,-0.15,0.51,-0.12,0.51,-0.12,0.50
Alief_ISD_Grade 4 Mathematics_At Masters Grade Level,Alief_ISD,Grade 4 Mathematics,At Masters Grade Level,2021,-0.07,0.21,-0.08,0.22,-0.14,0.11,-0.11,0.10,-0.14,0.08,-0.14,0.14,-0.13,0.10,-0.14,0.11
Alief_ISD_Grade 4 Mathematics_At Meets Grade Level or Above,Alief_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2021,-0.12,0.36,-0.12,0.37,-0.22,0.21,-0.21,0.20,-0.23,0.18,-0.22,0.22,-0.21,0.20,-0.22,0.21
Alief_ISD_Grade 4 Mathematics_At Approaches Grade Level or Above,Alief_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2021,-0.16,0.59,-0.16,0.60,-0.26,0.45,-0.24,0.41,-0.27,0.43,-0.26,0.45,-0.25,0.44,-0.26,0.46
Alief_ISD_Grade 4 Reading_At Masters Grade Level,Alief_ISD,Grade 4 Reading,At Masters Grade Level,2021,-0.05,0.17,-0.05,0.18,-0.06,0.10,-0.05,0.13,-0.05,0.07,-0.07,0.14,-0.05,0.09,-0.07,0.08
Alief_ISD_Grade 4 Reading_At Meets Grade Level or Above,Alief_ISD,Grade 4 Reading,At Meets Grade Level or Above,2021,-0.08,0.36,-0.08,0.37,-0.10,0.25,-0.05,0.30,-0.11,0.21,-0.18,0.26,-0.09,0.24,-0.11,0.23
Alief_ISD_Grade 4 Reading_At Approaches Grade Level or Above,Alief_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2021,-0.12,0.63,-0.12,0.63,-0.20,0.49,-0.14,0.54,-0.21,0.45,-0.17,0.56,-0.19,0.48,-0.20,0.47
Alief_ISD_Grade 5 Mathematics+_At Masters Grade Level,Alief_ISD,Grade 5 Mathematics+,At Masters Grade Level,2021,-0.11,0.25,-0.12,0.26,-0.13,0.10,-0.11,0.09,-0.12,0.08,-0.17,0.08,-0.13,0.09,-0.13,0.11
Alief_ISD_Grade 5 Mathematics+_At Meets Grade Level or Above,Alief_ISD,Grade 5 Mathematics+,At Meets Grade Level or Above,2021,-0.14,0.44,-0.14,0.45,-0.19,0.23,-0.14,0.23,-0.20,0.19,-0.22,0.22,-0.18,0.22,-0.21,0.22
Alief_ISD_Grade 5 Mathematics+_At Approaches Grade Level or Above,Alief_ISD,Grade 5 Mathematics+,At Approaches Grade Level or Above,2021,-0.20,0.70,-0.19,0.70,-0.29,0.49,-0.30,0.45,-0.32,0.45,-0.33,0.49,-0.30,0.47,-0.30,0.49
Alief_ISD_Grade 5 Reading+_At Masters Grade Level,Alief_ISD,Grade 5 Reading+,At Masters Grade Level,2021,0.01,0.30,0.01,0.31,-0.04,0.17,-0.01,0.21,-0.06,0.12,-0.08,0.13,-0.04,0.15,-0.04,0.15
Alief_ISD_Grade 5 Reading+_At Meets Grade Level or Above,Alief_ISD,Grade 5 Reading+,At Meets Grade Level or Above,2021,-0.08,0.46,-0.07,0.47,-0.14,0.29,-0.13,0.34,-0.13,0.25,-0.20,0.24,-0.14,0.27,-0.14,0.26
Alief_ISD_Grade 5 Reading+_At Approaches Grade Level or Above,Alief_ISD,Grade 5 Reading+,At Approaches Grade Level or Above,2021,-0.13,0.73,-0.13,0.73,-0.22,0.56,-0.23,0.59,-0.24,0.52,-0.26,0.53,-0.22,0.55,-0.21,0.54
Alief_ISD_Grade 5 Science_At Masters Grade Level,Alief_ISD,Grade 5 Science,At Masters Grade Level,2021,-0.11,0.13,-0.11,0.14,-0.09,0.04,-0.05,0.05,-0.08,0.03,-0.15,0.04,-0.08,0.04,-0.09,0.04
Alief_ISD_Grade 5 Science_At Meets Grade Level or Above,Alief_ISD,Grade 5 Science,At Meets Grade Level or Above,2021,-0.18,0.31,-0.18,0.32,-0.20,0.14,-0.12,0.17,-0.22,0.10,-0.26,0.13,-0.20,0.13,-0.21,0.13
Alief_ISD_Grade 5 Science_At Approaches Grade Level or Above,Alief_ISD,Grade 5 Science,At Approaches Grade Level or Above,2021,-0.13,0.62,-0.13,0.62,-0.22,0.41,-0.18,0.42,-0.25,0.37,-0.26,0.37,-0.23,0.39,-0.24,0.39
CHANNELVIEW_ISD_Grade 3 Mathematics_At Masters Grade Level,CHANNELVIEW_ISD,Grade 3 Mathematics,At Masters Grade Level,2021,-0.11,0.14,-0.10,0.15,-0.11,0.12,-0.08,0.04,-0.12,0.12,-0.15,0.07,-0.11,0.10,-0.10,0.14
CHANNELVIEW_ISD_Grade 3 Mathematics_At Meets Grade Level or Above,CHANNELVIEW_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2021,-0.18,0.31,-0.18,0.31,-0.21,0.29,-0.20,0.17,-0.23,0.29,-0.17,0.30,-0.21,0.27,-0.17,0.32
CHANNELVIEW_ISD_Grade 3 Mathematics_At Approaches Grade Level or Above,CHANNELVIEW_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2021,-0.17,0.62,-0.17,0.62,-0.21,0.61,-0.19,0.46,-0.22,0.62,-0.13,0.67,-0.23,0.59,-0.21,0.64
CHANNELVIEW_ISD_Grade 3 Reading_At Masters Grade Level,CHANNELVIEW_ISD,Grade 3 Reading,At Masters Grade Level,2021,-0.08,0.19,-0.08,0.20,-0.10,0.13,-0.15,0.07,-0.11,0.13,0.00,0.15,-0.11,0.12,-0.06,0.14
CHANNELVIEW_ISD_Grade 3 Reading_At Meets Grade Level or Above,CHANNELVIEW_ISD,Grade 3 Reading,At Meets Grade Level or Above,2021,-0.06,0.39,-0.07,0.39,-0.11,0.31,-0.14,0.17,-0.12,0.31,-0.04,0.37,-0.14,0.26,-0.12,0.30
CHANNELVIEW_ISD_Grade 3 Reading_At Approaches Grade Level or Above,CHANNELVIEW_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2021,-0.09,0.67,-0.08,0.68,-0.11,0.63,-0.11,0.52,-0.13,0.63,0.04,0.78,-0.12,0.61,-0.10,0.64
CHANNELVIEW_ISD_Grade 4 Mathematics_At Masters Grade Level,CHANNELVIEW_ISD,Grade 4 Mathematics,At Masters Grade Level,2021,-0.07,0.21,-0.08,0.22,-0.11,0.19,-0.02,0.12,-0.14,0.19,-0.04,0.16,-0.12,0.18,-0.15,0.23
CHANNELVIEW_ISD_Grade 4 Mathematics_At Meets Grade Level or Above,CHANNELVIEW_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2021,-0.12,0.36,-0.12,0.37,-0.20,0.32,-0.09,0.20,-0.20,0.34,-0.30,0.27,-0.19,0.32,-0.23,0.36
CHANNELVIEW_ISD_Grade 4 Mathematics_At Approaches Grade Level or Above,CHANNELVIEW_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2021,-0.16,0.59,-0.16,0.60,-0.23,0.59,-0.34,0.39,-0.23,0.60,-0.21,0.57,-0.24,0.57,-0.22,0.64
CHANNELVIEW_ISD_Grade 4 Reading_At Masters Grade Level,CHANNELVIEW_ISD,Grade 4 Reading,At Masters Grade Level,2021,-0.05,0.17,-0.05,0.18,-0.04,0.09,0.02,0.08,-0.05,0.08,-0.08,0.09,-0.05,0.08,-0.04,0.10
CHANNELVIEW_ISD_Grade 4 Reading_At Meets Grade Level or Above,CHANNELVIEW_ISD,Grade 4 Reading,At Meets Grade Level or Above,2021,-0.08,0.36,-0.08,0.37,-0.07,0.26,-0.09,0.16,-0.06,0.28,-0.19,0.18,-0.06,0.26,-0.05,0.29
CHANNELVIEW_ISD_Grade 4 Reading_At Approaches Grade Level or Above,CHANNELVIEW_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2021,-0.12,0.63,-0.12,0.63,-0.15,0.58,-0.15,0.47,-0.14,0.60,-0.19,0.55,-0.17,0.55,-0.14,0.61
CHANNELVIEW_ISD_Grade 5 Mathematics+_At Meets Grade Level or Above,CHANNELVIEW_ISD,Grade 5 Mathematics+,At Meets Grade Level or Above,2021,-0.14,0.44,-0.14,0.45,-0.18,0.38,-0.38,0.10,-0.16,0.41,-0.18,0.39,-0.17,0.37,-0.20,0.38
CHANNELVIEW_ISD_Grade 5 Mathematics+_At Approaches Grade Level or Above,CHANNELVIEW_ISD,Grade 5 Mathematics+,At Approaches Grade Level or Above,2021,-0.20,0.70,-0.19,0.70,-0.24,0.67,-0.39,0.45,-0.21,0.70,-0.28,0.66,-0.22,0.67,-0.22,0.70
CHANNELVIEW_ISD_Grade 5 Reading+_At Masters Grade Level,CHANNELVIEW_ISD,Grade 5 Reading+,At Masters Grade Level,2021,0.01,0.30,0.01,0.31,0.02,0.21,-0.04,0.14,0.04,0.22,-0.05,0.19,0.02,0.19,0.01,0.21
CHANNELVIEW_ISD_Grade 5 Reading+_At Meets Grade Level or Above,CHANNELVIEW_ISD,Grade 5 Reading+,At Meets Grade Level or Above,2021,-0.08,0.46,-0.07,0.47,-0.05,0.38,-0.19,0.20,-0.02,0.41,-0.25,0.26,-0.05,0.35,-0.03,0.42
CHANNELVIEW_ISD_Grade 5 Reading+_At Approaches Grade Level or Above,CHANNELVIEW_ISD,Grade 5 Reading+,At Approaches Grade Level or Above,2021,-0.13,0.73,-0.13,0.73,-0.19,0.65,-0.39,0.45,-0.15,0.68,-0.37,0.55,-0.20,0.62,-0.17,0.65
CHANNELVIEW_ISD_Grade 5 Science_At Masters Grade Level,CHANNELVIEW_ISD,Grade 5 Science,At Masters Grade Level,2021,-0.11,0.13,-0.11,0.14,-0.13,0.05,-0.09,0.02,-0.13,0.05,-0.19,0.05,-0.11,0.05,-0.13,0.05
CHANNELVIEW_ISD_Grade 5 Science_At Meets Grade Level or Above,CHANNELVIEW_ISD,Grade 5 Science,At Meets Grade Level or Above,2021,-0.18,0.31,-0.18,0.32,-0.25,0.18,-0.29,0.08,-0.23,0.19,-0.39,0.18,-0.23,0.17,-0.21,0.20
CHANNELVIEW_ISD_Grade 5 Science_At Approaches Grade Level or Above,CHANNELVIEW_ISD,Grade 5 Science,At Approaches Grade Level or Above,2021,-0.13,0.62,-0.13,0.62,-0.19,0.53,-0.48,0.22,-0.15,0.56,-0.30,0.54,-0.17,0.51,-0.12,0.57
CROSBY_ISD_Grade 3 Mathematics_At Masters Grade Level,CROSBY_ISD,Grade 3 Mathematics,At Masters Grade Level,2021,-0.11,0.14,-0.10,0.15,-0.02,0.15,0.08,0.10,-0.02,0.15,-0.06,0.15,-0.02,0.10,-0.04,0.12
CROSBY_ISD_Grade 3 Mathematics_At Meets Grade Level or Above,CROSBY_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2021,-0.18,0.31,-0.18,0.31,-0.09,0.34,-0.08,0.20,-0.07,0.32,-0.10,0.42,-0.12,0.25,-0.15,0.26
CROSBY_ISD_Grade 3 Mathematics_At Approaches Grade Level or Above,CROSBY_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2021,-0.17,0.62,-0.17,0.62,-0.11,0.67,-0.35,0.41,-0.09,0.69,-0.08,0.72,-0.17,0.59,-0.10,0.66
CROSBY_ISD_Grade 3 Reading_At Masters Grade Level,CROSBY_ISD,Grade 3 Reading,At Masters Grade Level,2021,-0.08,0.19,-0.08,0.20,-0.03,0.19,0.05,0.14,-0.04,0.17,-0.06,0.22,-0.03,0.12,-0.08,0.08
CROSBY_ISD_Grade 3 Reading_At Meets Grade Level or Above,CROSBY_ISD,Grade 3 Reading,At Meets Grade Level or Above,2021,-0.06,0.39,-0.07,0.39,-0.01,0.37,0.08,0.29,-0.02,0.33,-0.02,0.44,-0.01,0.27,-0.10,0.20
CROSBY_ISD_Grade 3 Reading_At Approaches Grade Level or Above,CROSBY_ISD,Grade 3 Reading,At Approaches Grade Level or Above,2021,-0.09,0.67,-0.08,0.68,-0.05,0.71,-0.11,0.51,-0.04,0.69,-0.01,0.80,-0.07,0.62,-0.14,0.55
CROSBY_ISD_Grade 4 Mathematics_At Masters Grade Level,CROSBY_ISD,Grade 4 Mathematics,At Masters Grade Level,2021,-0.07,0.21,-0.08,0.22,0.06,0.20,-0.04,0.02,0.07,0.18,0.09,0.27,0.04,0.14,0.06,0.15
CROSBY_ISD_Grade 4 Mathematics_At Meets Grade Level or Above,CROSBY_ISD,Grade 4 Mathematics,At Meets Grade Level or Above,2021,-0.12,0.36,-0.12,0.37,0.09,0.36,0.00,0.13,0.06,0.35,0.13,0.44,0.06,0.29,0.04,0.35
CROSBY_ISD_Grade 4 Mathematics_At Approaches Grade Level or Above,CROSBY_ISD,Grade 4 Mathematics,At Approaches Grade Level or Above,2021,-0.16,0.59,-0.16,0.60,0.01,0.63,-0.06,0.38,-0.02,0.65,0.01,0.66,-0.03,0.56,-0.07,0.64
CROSBY_ISD_Grade 4 Reading_At Masters Grade Level,CROSBY_ISD,Grade 4 Reading,At Masters Grade Level,2021,-0.05,0.17,-0.05,0.18,0.00,0.15,0.02,0.11,0.00,0.13,-0.01,0.18,0.02,0.12,-0.04,0.11
CROSBY_ISD_Grade 4 Reading_At Meets Grade Level or Above,CROSBY_ISD,Grade 4 Reading,At Meets Grade Level or Above,2021,-0.08,0.36,-0.08,0.37,0.01,0.39,0.03,0.22,0.00,0.38,-0.01,0.44,0.05,0.34,0.05,0.36
CROSBY_ISD_Grade 4 Reading_At Approaches Grade Level or Above,CROSBY_ISD,Grade 4 Reading,At Approaches Grade Level or Above,2021,-0.12,0.63,-0.12,0.63,-0.01,0.71,-0.04,0.49,-0.04,0.71,0.03,0.78,0.01,0.66,-0.02,0.69
CROSBY_ISD_Grade 5 Mathematics+_At Masters Grade Level,CROSBY_ISD,Grade 5 Mathematics+,At Masters Grade Level,2021,-0.11,0.25,-0.12,0.26,-0.11,0.22,-0.23,0.07,-0.11,0.21,-0.08,0.27,-0.12,0.20,-0.18,0.16
CROSBY_ISD_Grade 5 Mathematics+_At Meets Grade Level or Above,CROSBY_ISD,Grade 5 Mathematics+,At Meets Grade Level or Above,2021,-0.14,0.44,-0.14,0.45,-0.09,0.49,-0.22,0.29,-0.11,0.49,-0.04,0.55,-0.09,0.45,-0.13,0.47
CROSBY_ISD_Grade 5 Mathematics+_At Approaches Grade Level or Above,CROSBY_ISD,Grade 5 Mathematics+,At Approaches Grade Level or Above,2021,-0.20,0.70,-0.19,0.70,-0.17,0.78,-0.20,0.75,-0.21,0.74,-0.11,0.84,-0.21,0.74,-0.25,0.74
CROSBY_ISD_Grade 5 Reading+_At Masters Grade Level,CROSBY_ISD,Grade 5 Reading+,At Masters Grade Level,2021,0.01,0.30,0.01,0.31,0.05,0.30,0.02,0.21,0.02,0.25,0.12,0.40,0.03,0.25,0.01,0.18
CROSBY_ISD_Grade 5 Reading+_At Meets Grade Level or Above,CROSBY_ISD,Grade 5 Reading+,At Meets Grade Level or Above,2021,-0.08,0.46,-0.07,0.47,-0.01,0.48,0.00,0.45,-0.05,0.42,0.06,0.57,-0.02,0.44,-0.12,0.32
CROSBY_ISD_Grade 5 Reading+_At Approaches Grade Level or Above,CROSBY_ISD,Grade 5 Reading+,At Approaches Grade Level or Above,2021,-0.13,0.73,-0.13,0.73,-0.04,0.82,0.00,0.79,-0.05,0.78,-0.03,0.87,-0.06,0.76,-0.10,0.73
CROSBY_ISD_Grade 5 Science_At Masters Grade Level,CROSBY_ISD,Grade 5 Science,At Masters Grade Level,2021,-0.11,0.13,-0.11,0.14,-0.10,0.13,-0.10,0.04,-0.11,0.11,-0.05,0.21,-0.07,0.10,-0.15,0.03
CROSBY_ISD_Grade 5 Science_At Meets Grade Level or Above,CROSBY_ISD,Grade 5 Science,At Meets Grade Level or Above,2021,-0.18,0.31,-0.18,0.32,-0.20,0.31,-0.12,0.28,-0.24,0.24,-0.15,0.42,-0.21,0.24,-0.34,0.11
CROSBY_ISD_Grade 5 Science_At Approaches Grade Level or Above,CROSBY_ISD,Grade 5 Science,At Approaches Grade Level or Above,2021,-0.13,0.62,-0.13,0.62,-0.14,0.66,-0.18,0.52,-0.19,0.60,-0.05,0.79,-0.18,0.58,-0.32,0.46
Cypress_Fairbanks_ISD_Grade 3 Mathematics_At Masters Grade Level,Cypress_Fairbanks_ISD,Grade 3 Mathematics,At Masters Grade Level,2021,-0.11,0.14,-0.10,0.15,-0.08,0.15,-0.06,0.06,-0.06,0.09,-0.13,0.24,-0.06,0.08,-0.07,0.12
Cypress_Fairbanks_ISD_Grade 3 Mathematics_At Meets Grade Level or Above,Cypress_Fairbanks_ISD,Grade 3 Mathematics,At Meets Grade Level or Above,2021,-0.18,0.31,-0.18,0.31,-0.15,0.34,-0.14,0.20,-0.15,0.25,-0.14,0.51,-0.14,0.23,-0.13,0.30
Cypress_Fairbanks_ISD_Grade 3 Mathematics_At Approaches Grade Level or Above,Cypress_Fairbanks_ISD,Grade 3 Mathematics,At Approaches Grade Level or Above,2021,-0.17,0.62,-0.17,0.62,-0.14,0.68,-0.20,0.51,-0.16,0.62,-0.06,0.84,-0.18,0.57,-0.15,0.65
Cypress_Fairbanks_ISD_Grade 3 Reading_At Masters Grade Level,Cypress_Fairbanks_ISD,Grade 3 Reading,At Masters Grade Level,2021,-0.08,0.19,-0.08,0.20,-0.07,0.23,-0.08,0.14,-0.07,0.16,-0.07,0.35,-0.08,0.13,-0.09,0.15
